date,order_no,qty,loading,carrier,product,code
2026-01-02,7257328652,33003.6,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,95,MK068
2026-01-02,7257331969,33001.8,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-01-02,7257331914,32993.3,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,91,MK068
2026-01-02,7257331192,32988.0,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK006
2026-01-02,7257331428,32990.6,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-01-02,7257331091,31995.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,ديزل,JA060
2026-01-02,7257331060,31997.0,S091,Al-Nassar Transport Company,95,JA053
2026-01-03,7257333479,32492.9,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-03,7257333296,31897.6,S132,شركة القوة المتجددة للوقود,ديزل,MK014
2026-01-03,7257333289,32994.1,S132,مؤسسة الدائرة للنقليات,ديزل,MK047
2026-01-03,7257333284,33001.4,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-01-03,7257333282,32993.6,S132,شركة النسيم الجديد المحدودة,91,MK023
2026-01-03,7257333280,32002.3,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,91,MK014
2026-01-03,7257333273,32007.7,S132,شركة القوة المتجددة للوقود,91,MK093
2026-01-03,7257332004,32992.6,S132,شركة النسيم الجديد المحدودة,91,MK002
2026-01-03,7257332012,32964.1,S132,شركة النسيم الجديد المحدودة,91,MK019
2026-01-03,7257332016,32991.0,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-01-03,7257332025,33010.7,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK028
2026-01-03,7257332036,33001.5,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK006
2026-01-03,7257332052,33007.9,S132,شركة تزويد السعودية المحدودة,91,MK063
2026-01-03,7257332168,32979.1,S132,مؤسسة الدائرة للنقليات,91,MK007
2026-01-03,7257331997,32991.5,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-01-03,7257337950,32004.9,S132,شركة القوة المتجددة للوقود,95,MK014
2026-01-03,7257338165,32998.2,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK046
2026-01-03,7257338177,33005.1,S132,مؤسسة الدائرة للنقليات,95,MK047
2026-01-03,7257338223,33001.8,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-01-03,7257338261,33004.4,S132,شركة النسيم الجديد المحدودة,95,MK072
2026-01-03,7257338286,32988.8,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-01-03,7257338310,33003.9,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-01-03,7257338324,33004.1,S132,شركة النسيم الجديد المحدودة,95,MK023
2026-01-03,7257338358,32997.8,S132,شركة النسيم الجديد المحدودة,95,MK016
2026-01-03,7257338370,32996.6,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-01-03,7257338407,32502.3,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-03,7257338420,32501.4,S132,شركة النسيم الجديد المحدودة,ديزل,MK072
2026-01-03,7257338449,32991.1,S132,شركة أفق الطائف,ديزل,MK022
2026-01-03,7257338465,33008.6,S132,شركة أفق الطائف,91,MK001
2026-01-03,7257338475,33001.8,S132,شركة أفق الطائف,91,MK017
2026-01-03,7257338073,33004.2,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK006
2026-01-03,7257338344,33014.7,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-01-03,7257338047,33008.7,S132,شركة تزويد السعودية المحدودة,91,MK035
2026-01-03,7257338893,31999.0,S091,شركة ناقلين المحدودة,95,JA061
2026-01-03,7257327407,32036.6,S133,محطة منير سفير المطيري,95,RY025
2026-01-03,7257332750,32006.3,S133,شركة أسدال للخدمات البترولية,91,RY075
2026-01-03,7257332197,32014.0,S142,مؤسسة مسار الطريق للنقليات,91,QS055
2026-01-04,7257340226,33007.1,S132,شركة النسيم الجديد المحدودة,91,MK029
2026-01-04,7257339243,32007.4,S132,شركة القوة المتجددة للوقود,91,MK100
2026-01-04,7257339227,33061.9,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK028
2026-01-04,7257339210,32990.4,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK046
2026-01-04,7257339194,32993.2,S132,مؤسسة الدائرة للنقليات,91,MK064
2026-01-04,7257339174,32986.5,S132,مؤسسة الدائرة للنقليات,91,MK047
2026-01-04,7257339145,33009.8,S132,شركة النسيم الجديد المحدودة,91,MK016
2026-01-04,7257339091,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-01-04,7257339033,32979.7,S132,شركة النسيم الجديد المحدودة,91,MK020
2026-01-04,7257338954,32992.7,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-01-04,7257338398,32989.7,S132,شركة أفق الطائف,95,MK017
2026-01-04,7257338255,33081.6,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-01-04,7257338239,33003.3,S132,شركة أفق الطائف,95,MK022
2026-01-04,7257339237,32992.7,S132,شركة تزويد السعودية المحدودة,91,MK005
2026-01-04,7257340109,31998.0,S091,Al-Nassar Transport Company,91,JA069
2026-01-04,7257340078,31997.0,S091,Al-Nassar Transport Company,95,JA069
2026-01-04,7257337827,32000.9,S142,مؤسسة مسار الطريق للنقليات,91,HA043
2026-01-04,7257346471,33003.0,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,95,MK015
2026-01-04,7257348192,33003.4,S132,مؤسسة الدائرة للنقليات,95,MK064
2026-01-04,7257346411,33004.5,S132,شركة أفق الطائف,95,MK033
2026-01-04,7257346351,32999.5,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-01-04,7257346294,32989.6,S132,شركة النسيم الجديد المحدودة,95,MK019
2026-01-04,7257346250,32998.0,S132,شركة النسيم الجديد المحدودة,95,MK002
2026-01-04,7257346143,32501.7,S132,شركة النسيم الجديد المحدودة,ديزل,MK029
2026-01-04,7257346097,32502.2,S132,شركة النسيم الجديد المحدودة,ديزل,MK047
2026-01-04,7257345982,32501.6,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-04,7257345815,32998.2,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK063
2026-01-04,7257345717,33004.0,S132,شركة تزويد السعودية المحدودة,95,MK005
2026-01-04,7257346825,32996.0,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK046
2026-01-04,7257346767,33001.8,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-01-04,7257346528,33001.7,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-01-04,7257346204,32998.8,S132,شركة النسيم الجديد المحدودة,95,MK008
2026-01-04,7257347146,32000.0,S091,Al-Nassar Transport Company,91,JA053
2026-01-04,7257347933,31997.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,91,JA060
2026-01-04,7257348041,31998.0,S091,شركة ناقلين المحدودة,91,JA061
2026-01-04,7257348155,31998.0,S091,شركة ناقلين المحدودة,ديزل,JA061
2026-01-04,7257337821,32005.3,S133,شركة أسدال للخدمات البترولية,91,RY042
2026-01-04,7257332190,32006.7,S133,شركة القوة المتجددة للوقود,95,RY075
2026-01-04,7257334627,32021.0,S012,محطة منير سفير المطيري,91,RY025
2026-01-04,7257337850,32002.3,S142,مؤسسة مسار الطريق للنقليات,95,HA043
2026-01-04,7257334192,32004.8,S037,شركة هال للنقليات,91,EP051
2026-01-05,7257350634,33001.7,S132,شركة النسيم الجديد المحدودة,91,MK002
2026-01-05,7257350617,32992.7,S132,شركة أفق الطائف,91,MK033
2026-01-05,7257350606,32989.3,S132,شركة تزويد السعودية المحدودة,91,MK005
2026-01-05,7257350560,32914.5,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-01-05,7257350548,33011.1,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK006
2026-01-05,7257350537,33001.9,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK006
2026-01-05,7257346513,32988.9,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-01-05,7257348888,32991.5,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-01-05,7257348906,32993.2,S132,شركة النسيم الجديد المحدودة,91,MK018
2026-01-05,7257348923,32983.9,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-01-05,7257348939,33001.8,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-01-05,7257350587,31987.8,S132,شركة القوة المتجددة للوقود,91,MK068
2026-01-05,7257350596,31991.2,S132,شركة القوة المتجددة للوقود,ديزل,MK068
2026-01-05,7257345685,31952.2,S133,شركة أسدال للخدمات البترولية,91,RY075
2026-01-05,7257350255,32018.0,S012,محطة منير سفير المطيري,91,RY025
2026-01-05,7257356747,32998.6,S132,شركة تزويد السعودية المحدودة,95,MK005
2026-01-05,7257356644,33003.0,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK028
2026-01-05,7257356580,33004.2,S132,شركة النسيم الجديد المحدودة,95,MK016
2026-01-05,7257356536,33003.3,S132,شركة النسيم الجديد المحدودة,95,MK072
2026-01-05,7257356482,32998.4,S132,شركة النسيم الجديد المحدودة,95,MK084
2026-01-05,7257356433,32989.0,S132,شركة النسيم الجديد المحدودة,95,MK020
2026-01-05,7257356378,33004.4,S132,شركة النسيم الجديد المحدودة,95,MK031
2026-01-05,7257356880,32988.6,S132,مؤسسة الدائرة للنقليات,95,MK047
2026-01-05,7257356934,33003.9,S132,مؤسسة الدائرة للنقليات,95,MK004
2026-01-05,7257356988,33004.3,S132,شركة أفق الطائف,95,MK001
2026-01-05,7257358916,33005.6,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-01-05,7257358977,32992.4,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-01-05,7257359824,32493.4,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-05,7257360056,32494.3,S132,شركة النسيم الجديد المحدودة,ديزل,MK018
2026-01-05,7257360777,32991.2,S132,شركة أفق الطائف,91,MK022
2026-01-05,7257352329,32983.7,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-01-05,7257352331,33001.6,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK071
2026-01-05,7257356333,31990.8,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,95,MK099
2026-01-05,7257356371,31997.8,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,95,MK071
2026-01-05,7257350716,32001.0,S132,شركة تزويد السعودية المحدودة,ديزل,MK046
2026-01-05,7257352584,31997.4,S132,شركة القوة المتجددة للوقود,95,MK068
2026-01-05,7257352309,31998.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,91,JA056
2026-01-06,7257356296,32023.0,S012,محطة منير سفير المطيري,91,RY024
2026-01-06,7257360493,32993.0,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-01-06,7257360783,32992.8,S132,شركة تزويد السعودية المحدودة,91,MK063
2026-01-06,7257362692,32002.2,S132,شركة القوة المتجددة للوقود,91,MK093
2026-01-06,7257362699,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK028
2026-01-06,7257362727,32001.3,S132,شركة القوة المتجددة للوقود,ديزل,MK014
2026-01-06,7257360788,33007.7,S132,مؤسسة الدائرة للنقليات,91,MK047
2026-01-06,7257360769,33001.8,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK028
2026-01-06,7257360763,33003.3,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK046
2026-01-06,7257360756,32996.6,S132,شركة أفق الطائف,91,MK001
2026-01-06,7257360752,33001.7,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-01-06,7257360746,33001.4,S132,شركة النسيم الجديد المحدودة,91,MK029
2026-01-06,7257360730,33002.6,S132,شركة النسيم الجديد المحدودة,91,MK020
2026-01-06,7257360573,33008.1,S132,شركة النسيم الجديد المحدودة,91,MK016
2026-01-06,7257360561,32990.7,S132,شركة النسيم الجديد المحدودة,91,MK084
2026-01-06,7257369008,33005.0,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK035
2026-01-06,7257369457,33002.4,S132,مؤسسة الدائرة للنقليات,ديزل,MK047
2026-01-06,7257369054,33004.4,S132,شركة تزويد السعودية المحدودة,95,MK006
2026-01-06,7257369071,33003.2,S132,مؤسسة الدائرة للنقليات,95,MK004
2026-01-06,7257369079,33003.9,S132,شركة النسيم الجديد المحدودة,95,MK015
2026-01-06,7257369383,33006.0,S132,شركة أفق الطائف,95,MK017
2026-01-06,7257369356,32990.0,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-01-06,7257369094,32984.7,S132,شركة النسيم الجديد المحدودة,91,MK015
2026-01-06,7257369310,32989.4,S132,شركة النسيم الجديد المحدودة,95,MK002
2026-01-06,7257369299,32999.0,S132,شركة النسيم الجديد المحدودة,95,MK029
2026-01-06,7257369252,32999.1,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-01-06,7257369181,33005.9,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,95,MK093
2026-01-06,7257362299,32990.2,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-01-06,7257362313,33004.0,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK015
2026-01-06,7257350990,32992.3,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,95,MK003
2026-01-06,7257363669,33002.4,S132,شركة النسيم الجديد المحدودة,91,MK002
2026-01-06,7257363673,33008.3,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-01-06,7257363677,32501.0,S132,شركة النسيم الجديد المحدودة,ديزل,MK031
2026-01-06,7257363681,32493.5,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-06,7257362733,32001.4,S132,شركة تزويد السعودية المحدودة,ديزل,MK046
2026-01-06,7257369325,32990.3,S132,شركة النسيم الجديد المحدودة,95,MK008
2026-01-06,7257368933,31999.0,S091,Al-Nassar Transport Company,95,JA053
2026-01-06,7257365629,32003.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,95,JA056
2026-01-06,7257339373,32000.7,S133,شركة أسدال للخدمات البترولية,95,RY025
2026-01-06,7257345590,31996.2,S133,شركة القوة المتجددة للوقود,95,RY024
2026-01-06,7257361711,32017.9,S133,شركة أسدال للخدمات البترولية,91,RY075
2026-01-07,7257372408,32503.0,S132,شركة النسيم الجديد المحدودة,ديزل,MK008
2026-01-07,7257372384,33000.7,S132,شركة أفق الطائف,ديزل,MK022
2026-01-07,7257372242,32501.1,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-07,7257371581,31991.8,S132,شركة القوة المتجددة للوقود,ديزل,MK100
2026-01-07,7257371513,33002.2,S132,شركة أفق الطائف,91,MK017
2026-01-07,7257371476,32993.0,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-01-07,7257371431,33008.3,S132,مؤسسة الدائرة للنقليات,91,MK064
2026-01-07,7257371400,32993.3,S132,شركة تزويد السعودية المحدودة,91,MK005
2026-01-07,7257371386,32996.3,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK035
2026-01-07,7257371380,33007.3,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK028
2026-01-07,7257371340,33001.8,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-01-07,7257371303,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-01-07,7257371262,33002.4,S132,شركة النسيم الجديد المحدودة,91,MK023
2026-01-07,7257370272,33007.6,S132,شركة النسيم الجديد المحدودة,91,MK031
2026-01-07,7257370260,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK019
2026-01-07,7257370233,32990.7,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-01-07,7257380127,32987.5,S132,شركة تزويد السعودية المحدودة,95,MK063
2026-01-07,7257380017,33004.0,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK028
2026-01-07,7257380340,33000.2,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-01-07,7257380404,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-01-07,7257381658,33004.3,S132,شركة أفق الطائف,95,MK001
2026-01-07,7257380434,33005.1,S132,شركة النسيم الجديد المحدودة,95,MK019
2026-01-07,7257380481,33008.5,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-01-07,7257381560,33006.7,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-01-07,7257381593,32986.7,S132,شركة النسيم الجديد المحدودة,95,MK020
2026-01-07,7257381607,32988.6,S132,شركة النسيم الجديد المحدودة,95,MK002
2026-01-07,7257381624,32491.8,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-07,7257381645,32999.3,S132,مؤسسة الدائرة للنقليات,95,MK047
2026-01-07,7257372237,31993.2,S132,شركة تزويد السعودية المحدودة,ديزل,MK004
2026-01-07,7257371556,32001.0,S132,شركة القوة المتجددة للوقود,91,MK099
2026-01-07,7257380267,33000.4,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK046
2026-01-07,7257381816,32001.0,S091,شركة ناقلين المحدودة,ديزل,JA061
2026-01-07,7257350071,32002.9,S032,شركة هال للنقليات,95,EP051
2026-01-08,7257383030,32491.9,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-01-08,7257383014,32992.9,S132,شركة النسيم الجديد المحدودة,ديزل,MK072
2026-01-08,7257382995,33008.1,S132,شركة أفق الطائف,91,MK001
2026-01-08,7257382983,33001.8,S132,شركة تزويد السعودية المحدودة,91,MK063
2026-01-08,7257381968,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK016
2026-01-08,7257381972,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-01-08,7257381986,32991.7,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK046
2026-01-08,7257381991,33003.3,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-01-08,7257381999,32991.7,S132,شركة النسيم الجديد المحدودة,91,MK002
2026-01-08,7257382526,32992.8,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK006
